,Symbol,Div,AD,ED,RD
59,ACC,0.47,2020-07-29,2020-08-07,2020-08-10
60,ACC,0.47,2020-04-29,2020-05-08,2020-05-11
61,ACC,0.47,2020-01-20,2020-01-29,2020-01-30
62,ACC,0.47,2019-10-31,2019-11-07,2019-11-11
63,ACC,0.47,2019-07-31,2019-08-09,2019-08-12
64,ACC,0.47,2019-05-01,2019-05-10,2019-05-13
65,ACC,0.46,2019-01-22,2019-01-31,2019-02-01
66,ACC,0.46,2018-10-31,2018-11-08,2018-11-12
67,ACCO,0.065,2020-08-06,2020-08-25,2020-08-26
68,ACCO,0.065,2020-05-04,2020-05-26,2020-05-27
69,ACCO,0.065,2020-02-18,2020-03-17,2020-03-18
70,ACCO,0.065,2019-10-29,2019-11-27,2019-11-29
71,ACCO,0.06,2019-07-31,2019-08-22,2019-08-23
72,ACCO,0.06,2019-05-02,2019-05-23,2019-05-24
73,ACCO,0.06,2019-02-13,2019-03-14,2019-03-15
74,ACCO,0.06,2018-10-30,2018-11-29,2018-11-30
75,ACGLP,0.328125,2020-05-15,2020-09-14,2020-09-15
76,ACGLP,0.328125,2020-05-15,2020-06-12,2020-06-15
77,ACGLP,0.328125,2020-02-27,2020-03-12,2020-03-15
78,ACGLP,0.328125,2019-11-08,2019-12-12,2019-12-15
79,ACGLP,0.328125,2019-05-08,2019-09-12,2019-09-15
80,ACGLP,0.328125,2019-05-08,2019-06-13,2019-06-15
81,ACGLP,0.328125,2019-02-27,2019-03-14,2019-03-15
82,ACGLP,0.328125,2018-11-09,2018-12-13,2018-12-15
83,ACIO,0.06619834,2020-09-14,2020-09-15,2020-09-16
84,ACIO,0.1013819,2020-03-16,2020-03-17,2020-03-18
85,ACIO,0.19541747,2019-12-27,2019-12-30,2019-12-31
86,ACIO,0.14319496,2019-09-16,2019-09-17,2019-09-18
87,ACN,0.88,2020-09-24,2020-10-09,2020-10-13
88,ACN,0.8,2020-06-24,2020-07-15,2020-07-16
89,ACN,0.8,2020-03-18,2020-04-15,2020-04-16
90,ACN,0.8,2019-12-19,2020-01-15,2020-01-16
91,ACN,0.8,2019-09-26,2019-10-16,2019-10-17
92,ACN,1.46,2018-09-27,2018-10-17,2018-10-18
93,ACP,0.1,2020-09-10,2020-09-18,2020-09-21
94,ACP,0.12,2020-08-11,2020-08-20,2020-08-21
95,ACP,0.12,2020-07-10,2020-07-17,2020-07-20
96,ACP,0.12,2020-06-09,2020-06-18,2020-06-19
97,ACP,0.12,2020-05-11,2020-05-20,2020-05-21
98,ACP,0.12,2020-04-09,2020-04-17,2020-04-20
99,ACP,0.12,2020-03-10,2020-03-19,2020-03-20
100,ACP,0.12,2020-02-11,2020-02-20,2020-02-21
101,ACP,0.12,2020-01-10,2020-01-17,2020-01-21
102,ACP,0.12,2019-12-10,2019-12-30,2019-12-31
103,ACP,0.12,2019-10-25,2019-11-04,2019-11-05
104,ACP,0.12,2019-10-09,2019-10-18,2019-10-21
105,ACP,0.12,2019-09-11,2019-09-20,2019-09-23
106,ACP,0.12,2019-08-09,2019-08-16,2019-08-19
107,ACP,0.12,2019-07-10,2019-07-19,2019-07-22
108,ACP,0.12,2019-06-11,2019-06-20,2019-06-21
109,ACP,0.12,2019-05-09,2019-05-21,2019-05-22
110,ACP,0.12,2019-04-09,2019-04-18,2019-04-22
111,ACP,0.12,2019-03-11,2019-03-20,2019-03-21
112,ACP,0.12,2019-02-11,2019-02-20,2019-02-21
113,ACP,0.12,2019-01-10,2019-01-22,2019-01-23
114,ACP,0.12,2018-12-11,2018-12-28,2018-12-31
115,ACP,0.12,2018-11-09,2018-11-16,2018-11-19
116,ACP,0.12,2018-10-09,2018-10-18,2018-10-19
117,ACSG,0.2537,2020-06-25,2020-06-26,2020-06-29
118,ACSG,0.4749,2019-12-17,2019-12-18,2019-12-19
119,ACSG,,2019-12-06,2019-12-09,2019-12-18
120,ACSG,0.4081,2019-06-27,2019-06-28,2019-07-01
121,ACSG,0.0443,2018-12-18,2018-12-19,2018-12-20
122,ACU,0.12,2020-09-17,2020-09-30,2020-10-01
123,ACU,0.12,2020-03-26,2020-04-03,2020-04-06
124,ACU,0.12,2019-12-18,2020-01-07,2020-01-08
125,ACU,0.12,2019-09-16,2019-09-30,2019-10-01
126,ACU,0.12,2019-06-19,2019-07-01,2019-07-02
127,ACU,0.12,2019-03-21,2019-04-01,2019-04-02
128,ACU,0.12,2018-11-14,2019-01-07,2019-01-08
129,ACWF,0.259722,2019-12-13,2020-06-15,2020-06-16
130,ACWF,,2018-12-26,2019-12-30,2019-12-31
131,ACWF,0.42537,2018-12-26,2019-12-16,2019-12-17
132,ACWF,0.327149,2018-12-26,2019-06-17,2019-06-18
133,ACWF,0.175358,2018-01-22,2018-12-28,2018-12-31
134,ACWF,0.140875,2017-12-30,2018-12-18,2018-12-19
135,ACWV,0.920344,2019-12-13,2020-06-15,2020-06-16
136,ACWV,,2018-12-26,2019-12-30,2019-12-31
137,ACWV,1.412646,2018-12-26,2019-12-16,2019-12-17
138,ACWV,1.023496,2018-12-26,2019-06-17,2019-06-18
139,ACWV,,2018-01-18,2018-12-28,2018-12-31
140,ACWV,0.991563,2018-12-17,2018-12-18,2018-12-19
141,ADFI,0.0081,2020-09-18,2020-09-21,2020-09-22
142,ADM,0.36,2020-08-05,2020-08-18,2020-08-19
143,ADM,0.36,2020-05-06,2020-05-19,2020-05-20
144,ADM,0.36,2020-01-30,2020-02-12,2020-02-13
145,ADM,0.35,2019-11-07,2019-11-20,2019-11-21
146,ADM,0.35,2019-08-08,2019-08-21,2019-08-22
147,ADM,0.35,2019-05-01,2019-05-14,2019-05-15
148,ADM,0.35,2019-02-05,2019-02-15,2019-02-19
149,ADM,0.335,2018-11-08,2018-11-21,2018-11-23
150,ADME,0.04446438,2020-09-14,2020-09-15,2020-09-16
151,ADME,0.04879276,2020-03-16,2020-03-17,2020-03-18
152,ADME,0.21310878,2019-12-23,2019-12-24,2019-12-26
153,ADME,0.24245709,2018-12-27,2018-12-28,2018-12-31
154,ADP,0.91,2020-08-05,2020-09-10,2020-09-11
155,ADP,0.91,2020-04-08,2020-06-11,2020-06-12
156,ADP,0.91,2020-01-15,2020-03-12,2020-03-13
157,ADP,0.91,2019-11-12,2019-12-12,2019-12-13
158,ADP,0.79,2019-08-06,2019-09-12,2019-09-13
159,ADP,0.79,2019-04-03,2019-06-13,2019-06-14
160,ADP,0.79,2019-01-15,2019-03-07,2019-03-08
161,ADP,0.79,2018-11-06,2018-12-13,2018-12-14
162,ADRE,0.14483,2020-09-18,2020-09-21,2020-09-22
163,ADRE,0.17016,2020-06-19,2020-06-22,2020-06-23
164,ADRE,0.01601,2020-03-20,2020-03-23,2020-03-24
165,ADRE,0.25586,2019-12-20,2019-12-23,2019-12-24
166,ADRE,0.28763,2019-09-20,2019-09-23,2019-09-24
167,ADRE,0.20656,2019-06-21,2019-06-24,2019-06-25
168,ADRE,0.11993,2018-12-21,2018-12-24,2018-12-26
169,ADS,0.21,2020-07-23,2020-08-13,2020-08-14
170,ADS,0.21,2020-04-23,2020-05-13,2020-05-14
171,ADS,0.63,2020-01-30,2020-02-13,2020-02-14
172,ADS,0.63,2019-10-24,2019-11-13,2019-11-14
173,ADS,0.63,2019-07-18,2019-09-03,2019-09-04
174,ADS,0.63,2019-04-25,2019-05-13,2019-05-14
175,ADS,0.63,2019-02-07,2019-02-20,2019-02-21
176,ADS,0.57,2018-10-18,2018-11-13,2018-11-14
177,ADTN,0.09,2020-08-05,2020-08-19,2020-08-20
178,ADTN,0.09,2020-05-06,2020-05-20,2020-05-21
179,ADTN,0.09,2020-02-05,2020-02-19,2020-02-20
180,ADTN,0.09,2019-10-30,2019-11-13,2019-11-14
181,ADTN,0.09,2019-07-16,2019-07-31,2019-08-01
182,ADTN,0.09,2019-04-17,2019-05-01,2019-05-02
183,ADTN,0.09,2019-01-22,2019-02-06,2019-02-07
184,ADTN,0.09,2018-10-16,2018-10-30,2018-10-31
185,ADX,0.05,2020-07-16,2020-08-17,2020-08-18
186,ADX,0.05,2020-04-09,2020-05-15,2020-05-18
187,ADX,0.02,2020-01-16,2020-02-13,2020-02-14
188,ADX,0.09,2019-11-14,2019-11-22,2019-11-25
189,ADX,,2019-11-14,2019-11-22,2019-11-25
190,ADX,0.05,2019-07-18,2019-08-15,2019-08-16
191,ADX,0.05,2019-04-16,2019-05-16,2019-05-17
192,ADX,0.03,2019-01-17,2019-02-14,2019-02-15
193,ADX,0.07,2018-11-15,2018-11-23,2018-11-26
194,ADX,,2018-11-15,2018-11-23,2018-11-26
195,ADX,,2018-11-15,2018-11-23,2018-11-26
196,AEF,0.0437,2020-09-10,2020-09-18,2020-09-21
197,AEF,0.0427,2020-06-09,2020-06-18,2020-06-19
198,AEF,0.054,2020-03-10,2020-03-19,2020-03-20
199,AEF,0.045,2019-12-10,2019-12-30,2019-12-31
200,AEF,0.045,2019-09-11,2019-09-20,2019-09-23
201,AEF,0.04,2019-06-11,2019-06-20,2019-06-21
202,AEF,0.04,2019-03-11,2019-03-20,2019-03-21
203,AEF,0.04996,2018-12-14,2018-12-28,2018-12-31
204,AEF,0.04,2018-12-21,2018-12-28,2018-12-31
205,AEG,0.010657,2020-08-13,2020-08-21,2020-08-24
206,AEG,,2020-08-13,2020-08-21,2020-08-24
207,AEG,,2020-02-13,2020-05-19,2020-05-20
208,AEG,,2020-02-13,2020-05-19,2020-05-20
209,AEG,0.167475,2019-02-14,2019-05-21,2019-05-22
210,AEG,,2019-02-14,2019-05-21,2019-05-22
211,AEL,0.3,2019-11-22,2019-12-02,2019-12-03
212,AEL,0.28,2018-11-15,2018-11-27,2018-11-28
213,AEP,0.7,2020-07-21,2020-08-07,2020-08-10
214,AEP,0.7,2020-04-21,2020-05-07,2020-05-08
215,AEP,0.7,2020-01-21,2020-02-07,2020-02-10
216,AEP,0.7,2019-10-22,2019-11-07,2019-11-08
217,AEP,0.67,2019-07-23,2019-08-08,2019-08-09
218,AEP,0.67,2019-04-23,2019-05-09,2019-05-10
219,AEP,0.67,2019-01-22,2019-02-07,2019-02-08
220,AEP,0.67,2018-10-23,2018-11-08,2018-11-09
221,AFIN,0.0708333,2020-07-01,2020-09-04,2020-09-08
222,AFIN,0.0708333,2020-07-01,2020-08-07,2020-08-10
223,AFIN,0.0708333,2020-07-01,2020-07-10,2020-07-13
224,AFIN,0.0708333,2020-04-01,2020-06-05,2020-06-08
225,AFIN,0.0708333,2020-04-01,2020-05-07,2020-05-08
226,AFIN,0.0708333,2020-04-01,2020-04-09,2020-04-13
227,AFIN,0.0916667,2020-01-02,2020-03-06,2020-03-09
228,AFIN,0.0916667,2020-01-02,2020-02-07,2020-02-10
229,AFIN,0.0916667,2020-01-02,2020-01-10,2020-01-13
230,AFIN,0.0916667,2019-10-01,2019-12-06,2019-12-09
231,AFIN,0.0916667,2019-10-01,2019-11-07,2019-11-08
232,AFIN,0.0916667,2019-10-01,2019-10-10,2019-10-11
233,AFIN,0.0916667,2019-07-01,2019-09-06,2019-09-09
234,AFIN,0.0916667,2019-07-01,2019-08-07,2019-08-08
235,AFIN,0.0916667,2019-07-01,2019-07-10,2019-07-11
236,AFIN,0.0916667,2019-04-01,2019-06-07,2019-06-10
237,AFIN,0.0916667,2019-04-01,2019-05-07,2019-05-08
238,AFIN,0.0916667,2019-04-01,2019-04-09,2019-04-10
239,AFIN,0.0916667,2019-01-02,2019-03-07,2019-03-08
240,AFIN,0.0916667,2019-01-02,2019-02-07,2019-02-08
241,AFIN,0.0916667,2019-01-02,2019-01-11,2019-01-14
242,AFIN,0.0916667,2018-10-01,2018-12-07,2018-12-10
243,AFIN,0.0916667,2018-10-01,2018-11-07,2018-11-08
244,AFK,1.2858,2019-01-16,2019-12-23,2019-12-24
245,AFK,,2018-01-29,2018-12-27,2018-12-28
246,AFK,0.336,2018-12-19,2018-12-20,2018-12-21
247,AFLG,0.0629,2020-01-22,2020-09-24,2020-09-25
248,AFLG,0.0795,2020-01-22,2020-06-25,2020-06-26
249,AFLG,0.0573,2020-01-22,2020-03-26,2020-03-27
250,AFLG,0.04,2019-12-12,2019-12-13,2019-12-16
251,AFT,0.066,2020-09-04,2020-09-16,2020-09-17
252,AFT,0.066,2020-08-06,2020-08-17,2020-08-18
253,AFT,0.066,2020-07-08,2020-07-17,2020-07-20
254,AFT,0.066,2020-06-04,2020-06-16,2020-06-17
255,AFT,0.077,2020-05-04,2020-05-14,2020-05-15
256,AFT,0.084,2020-04-07,2020-04-16,2020-04-17
257,AFT,0.093,2020-03-04,2020-03-17,2020-03-18
258,AFT,0.096,2020-01-31,2020-02-13,2020-02-14
259,AFT,0.096,2020-01-06,2020-01-16,2020-01-17
260,AFT,0.1,2019-12-05,2019-12-16,2019-12-17
261,AFT,0.1,2019-11-05,2019-11-14,2019-11-15
262,AFT,0.1,2019-10-09,2019-10-17,2019-10-18
263,AFT,0.1,2019-09-04,2019-09-16,2019-09-17
264,AFT,0.1,2019-08-06,2019-08-16,2019-08-19
265,AFT,0.1,2019-07-05,2019-07-17,2019-07-18
266,AFT,0.1,2019-06-06,2019-06-14,2019-06-17
267,AFT,0.1,2019-05-01,2019-05-16,2019-05-17
268,AFT,0.1,2019-04-05,2019-04-15,2019-04-16
269,AFT,0.1,2019-02-14,2019-03-15,2019-03-18
270,AFT,0.1,2019-01-24,2019-02-05,2019-02-06
271,AFT,0.1,2018-12-24,2019-01-16,2019-01-17
272,AFT,0.1,2018-11-16,2018-12-14,2018-12-17
273,AFT,0.105,2018-12-06,2018-12-14,2018-12-17
274,AFT,0.1,2018-10-22,2018-11-15,2018-11-16
275,AFT,0.098,2018-09-19,2018-10-17,2018-10-18
276,AGCO,0.16,2020-07-09,2020-08-13,2020-08-14
277,AGCO,0.16,2020-04-30,2020-05-14,2020-05-15
278,AGCO,0.16,2020-01-23,2020-02-13,2020-02-14
279,AGCO,0.16,2019-10-24,2019-11-14,2019-11-15
280,AGCO,0.16,2019-07-12,2019-08-14,2019-08-15
281,AGCO,0.16,2019-04-25,2019-05-14,2019-05-15
282,AGCO,0.15,2019-01-25,2019-02-14,2019-02-15
283,AGCO,0.15,2018-10-25,2018-11-14,2018-11-15
284,AGGP,0.03857,2020-02-05,2020-10-08,2020-10-09
285,AGGP,0.0366,2020-02-05,2020-09-09,2020-09-10
286,AGGP,0.03292,2020-02-05,2020-08-10,2020-08-11
287,AGGP,0.02674,2020-02-05,2020-07-09,2020-07-10
288,AGGP,0.02957,2020-02-05,2020-06-08,2020-06-09
289,AGGP,0.02875,2020-02-05,2020-05-08,2020-05-11
290,AGGP,0.03497,2020-02-05,2020-04-08,2020-04-09
291,AGGP,0.05126,2020-02-05,2020-03-09,2020-03-10
292,AGGP,0.05805,2020-02-07,2020-02-10,2020-02-11
293,AGGP,0.03658,2019-01-07,2019-12-30,2019-12-31
294,AGGP,0.05067,2019-01-07,2019-12-09,2019-12-10
295,AGGP,0.0472,2019-01-07,2019-11-07,2019-11-08
296,AGGP,0.0464,2019-01-07,2019-10-08,2019-10-09
297,AGGP,0.04818,2019-01-07,2019-09-10,2019-09-11
298,AGGP,0.04461,2019-01-07,2019-08-08,2019-08-09
299,AGGP,0.03984,2019-01-07,2019-07-09,2019-07-10
300,AGGP,0.04573,2019-01-07,2019-06-10,2019-06-11
301,AGGP,0.04844,2019-01-07,2019-05-08,2019-05-09
302,AGGP,0.04641,2019-01-07,2019-04-08,2019-04-09
303,AGGP,0.03652,2019-01-07,2019-03-08,2019-03-11
304,AGGP,0.04125,2019-01-07,2019-02-08,2019-02-11
305,AGGP,0.0466,2018-01-05,2018-12-27,2018-12-28
306,AGGP,0.05454,2018-01-05,2018-12-10,2018-12-11
307,AGGP,0.06237,2018-01-05,2018-11-08,2018-11-09
308,AGI,0.015,2020-09-01,2020-09-15,2020-09-16
309,AGI,0.015,2020-06-02,2020-06-15,2020-06-16
310,AGI,0.015,2020-03-03,2020-03-16,2020-03-17
311,AGI,0.01,2019-11-22,2019-12-05,2019-12-06
312,AGI,0.01,2019-08-29,2019-09-13,2019-09-16
313,AGI,0.01,2019-05-28,2019-06-13,2019-06-14
314,AGI,0.01,2019-02-19,2019-03-14,2019-03-15
315,AGM.A,0.8,2020-08-27,2020-09-15,2020-09-16
316,AGM.A,0.8,2020-05-29,2020-06-12,2020-06-15
317,AGM.A,0.8,2020-02-24,2020-03-13,2020-03-16
318,AGM.A,0.7,2019-11-14,2019-12-13,2019-12-16
319,AGM.A,0.7,2019-08-07,2019-09-13,2019-09-16
320,AGM.A,0.7,2019-05-17,2019-06-13,2019-06-14
321,AGM.A,0.7,2019-02-19,2019-03-14,2019-03-15
322,AGM.A,0.58,2018-10-31,2018-12-13,2018-12-14
323,AGNC,0.12,2020-09-11,2020-09-29,2020-09-30
324,AGNC,0.12,2020-08-13,2020-08-28,2020-08-31
325,AGNC,0.12,2020-07-09,2020-07-30,2020-07-31
326,AGNC,0.12,2020-06-12,2020-06-29,2020-06-30
327,AGNC,0.12,2020-05-14,2020-05-28,2020-05-29
328,AGNC,0.12,2020-04-08,2020-04-29,2020-04-30
329,AGNC,0.16,2020-03-13,2020-03-30,2020-03-31
330,AGNC,0.16,2020-02-13,2020-02-27,2020-02-28
331,AGNC,0.16,2020-01-09,2020-01-30,2020-01-31
332,AGNC,0.16,2019-12-10,2019-12-30,2019-12-31
333,AGNC,0.16,2019-11-12,2019-11-27,2019-11-29
334,AGNC,0.16,2019-10-10,2019-10-30,2019-10-31
335,AGNC,0.16,2019-09-11,2019-09-27,2019-09-30
336,AGNC,0.16,2019-08-13,2019-08-29,2019-08-30
337,AGNC,0.16,2019-07-11,2019-07-30,2019-07-31
338,AGNC,0.16,2019-06-12,2019-06-27,2019-06-28
339,AGNC,0.16,2019-05-14,2019-05-30,2019-05-31
340,AGNC,0.18,2019-04-10,2019-04-29,2019-04-30
341,AGNC,0.18,2019-03-12,2019-03-28,2019-03-29
342,AGNC,0.18,2019-02-12,2019-02-27,2019-02-28
343,AGNC,0.18,2019-01-10,2019-01-30,2019-01-31
344,AGNC,0.18,2018-12-11,2018-12-28,2018-12-31
345,AGNC,0.18,2018-11-09,2018-11-29,2018-11-30
346,AGNC,0.18,2018-10-11,2018-10-30,2018-10-31
347,AGNCN,0.4375,2020-09-11,2020-09-30,2020-10-01
348,AGNCN,0.4375,2020-06-12,2020-06-30,2020-07-01
349,AGNCN,0.4375,2020-03-13,2020-03-31,2020-04-01
350,AGNCN,0.4375,2019-12-10,2019-12-30,2020-01-01
351,AGNCN,0.4375,2019-09-11,2019-09-30,2019-10-01
352,AGNCN,0.4375,2019-06-12,2019-06-28,2019-07-01
353,AGNCN,0.4375,2019-03-12,2019-03-29,2019-04-01
354,AGNCN,0.4375,2018-12-11,2018-12-28,2019-01-01
355,AGNCP,0.3828125,2020-09-11,2020-09-30,2020-10-01
356,AGNCP,0.3828125,2020-06-12,2020-06-30,2020-07-01
357,AGNCP,0.27222,2020-03-13,2020-03-31,2020-04-01
358,AGR,0.44,2020-07-14,2020-08-31,2020-09-01
359,AGR,0.44,2020-04-27,2020-06-01,2020-06-02
360,AGR,0.44,2020-02-19,2020-03-05,2020-03-06
361,AGR,0.44,2019-12-02,2019-12-11,2019-12-12
362,AGR,0.44,2019-07-16,2019-09-05,2019-09-06
363,AGR,0.44,2019-04-11,2019-06-06,2019-06-07
364,AGR,0.44,2019-02-13,2019-03-07,2019-03-08
365,AGR,0.44,2018-12-01,2018-12-10,2018-12-11
366,AGT,0.063899,2019-12-13,2020-06-15,2020-06-16
367,AGT,,2018-12-28,2019-12-30,2019-12-31
368,AGT,0.081776,2018-12-28,2019-12-16,2019-12-17
369,AGT,0.223864,2018-12-28,2019-06-17,2019-06-18
370,AGT,,2018-01-18,2018-12-28,2018-12-31
371,AGT,0.023372,2018-12-17,2018-12-18,2018-12-19
372,AGX,0.25,2020-06-24,2020-07-22,2020-07-23
373,AGX,1,2020-06-24,2020-07-22,2020-07-23
374,AGX,0.25,2020-04-09,2020-04-21,2020-04-22
375,AGX,0.25,2019-12-11,2020-01-22,2020-01-23
376,AGX,0.25,2019-09-10,2019-10-22,2019-10-23
377,AGX,0.25,2019-06-20,2019-07-22,2019-07-23
378,AGX,0.25,2019-04-10,2019-04-18,2019-04-22
379,AGX,0.25,2018-12-12,2019-01-23,2019-01-24
380,AGX,0.25,2018-09-12,2018-10-23,2018-10-24
381,AGZ,0.0902,2019-12-11,2020-10-01,2020-10-02
382,AGZ,0.100029,2019-12-11,2020-09-01,2020-09-02
383,AGZ,0.11575,2019-12-11,2020-08-03,2020-08-04
384,AGZ,0.127688,2019-12-11,2020-07-01,2020-07-02
385,AGZ,0.141456,2019-12-11,2020-06-01,2020-06-02
386,AGZ,0.156404,2019-12-11,2020-05-01,2020-05-04
387,AGZ,0.162198,2019-12-11,2020-04-01,2020-04-02
388,AGZ,0.189418,2019-12-11,2020-03-02,2020-03-03
389,AGZ,0.188662,2019-12-11,2020-02-03,2020-02-04
390,AGZ,,2018-12-18,2019-12-30,2019-12-31
391,AGZ,0.187136,2018-12-18,2019-12-19,2019-12-20
392,AGZ,0.204511,2018-12-18,2019-12-02,2019-12-03
393,AGZ,0.219302,2018-12-18,2019-11-01,2019-11-04
394,AGZ,0.215215,2018-12-18,2019-10-01,2019-10-02
395,AGZ,0.21095,2018-12-18,2019-09-03,2019-09-04
396,AGZ,0.212916,2018-12-18,2019-08-01,2019-08-02
397,AGZ,0.231659,2018-12-18,2019-07-01,2019-07-02
398,AGZ,0.245108,2018-12-18,2019-06-03,2019-06-04
399,AGZ,0.236177,2018-12-18,2019-05-01,2019-05-02
400,AGZ,0.238237,2018-12-18,2019-04-01,2019-04-02
401,AGZ,0.238765,2018-12-18,2019-03-01,2019-03-04
402,AGZ,0.23741,2018-12-18,2019-02-01,2019-02-04
403,AGZ,0.236731,2017-12-30,2018-12-18,2018-12-19
404,AGZ,0.23413,2017-12-30,2018-12-03,2018-12-04
405,AGZ,0.224648,2017-12-30,2018-11-01,2018-11-02
406,AIA,0.260035,2019-12-13,2020-06-15,2020-06-16
407,AIA,1.060195,2018-12-28,2019-12-16,2019-12-17
408,AIA,0.418408,2018-12-28,2019-06-17,2019-06-18
409,AIEQ,0.06,2020-06-12,2020-06-15,2020-06-16
410,AIEQ,0.06,2020-03-16,2020-03-17,2020-03-18
411,AIEQ,0.05,2019-09-19,2019-09-20,2019-09-23
412,AIEQ,0.02,2019-06-27,2019-06-28,2019-07-01
413,AIEQ,0.09,2019-03-25,2019-03-26,2019-03-27
414,AIEQ,1.8792,2018-12-21,2018-12-24,2018-12-26
415,AIEQ,0.0122,2018-12-21,2018-12-24,2018-12-26
416,AIEQ,0.0113,2018-12-21,2018-12-24,2018-12-26
417,AIG,0.32,2020-08-03,2020-09-16,2020-09-17
418,AIG,0.32,2020-05-04,2020-06-12,2020-06-15
419,AIG,0.32,2020-02-13,2020-03-13,2020-03-16
420,AIG,0.32,2019-11-01,2019-12-11,2019-12-12
421,AIG,0.32,2019-08-07,2019-09-16,2019-09-17
422,AIG,0.32,2019-05-06,2019-06-13,2019-06-14
423,AIG,0.32,2019-02-13,2019-03-14,2019-03-15
424,AIG,0.32,2018-10-31,2018-12-11,2018-12-12
425,AIMC,0.04,2020-07-22,2020-09-17,2020-09-18
426,AIMC,0.04,2020-04-29,2020-06-17,2020-06-18
427,AIMC,0.17,2020-02-11,2020-03-17,2020-03-18
428,AIMC,0.17,2019-10-22,2019-12-17,2019-12-18
429,AIMC,0.17,2019-07-22,2019-09-17,2019-09-18
430,AIMC,0.17,2019-04-24,2019-06-17,2019-06-18
431,AIMC,0.17,2019-02-12,2019-03-15,2019-03-18
432,AIMC,0.17,2018-10-16,2018-12-14,2018-12-17
433,AIN,0.19,2020-08-27,2020-09-04,2020-09-08
434,AIN,0.19,2020-05-15,2020-06-04,2020-06-05
435,AIN,0.19,2020-02-21,2020-03-19,2020-03-20
436,AIN,0.19,2019-12-11,2019-12-20,2019-12-23
437,AIN,0.18,2019-08-29,2019-09-06,2019-09-09
438,AIN,0.18,2019-05-10,2019-06-06,2019-06-07
439,AIN,0.18,2019-02-22,2019-03-15,2019-03-18
440,AIN,0.18,2018-12-14,2018-12-24,2018-12-26
441,AINV,0.31,2020-08-06,2020-09-18,2020-09-21
442,AINV,0.05,2020-08-06,2020-09-18,2020-09-21
443,AINV,0.45,2020-05-20,2020-06-17,2020-06-18
444,AINV,0.45,2020-02-04,2020-03-19,2020-03-20
445,AINV,0.45,2019-11-05,2019-12-19,2019-12-20
446,AINV,0.45,2019-08-06,2019-09-19,2019-09-20
447,AINV,0.45,2019-05-16,2019-06-19,2019-06-20
448,AINV,0.45,2019-02-06,2019-03-20,2019-03-21
449,AINV,0.45,2018-10-30,2018-12-19,2018-12-20
450,AIQ,0.082153,2020-06-26,2020-06-29,2020-06-30
451,AIQ,0.03629,2019-12-27,2019-12-30,2019-12-31
452,AIQ,0.054392,2019-06-26,2019-06-27,2019-06-28
453,AIQ,0.065056,2018-12-27,2018-12-28,2018-12-31
454,AIRR,0.0158,2020-09-24,2020-09-24,2020-09-25
455,AIRR,0.0495,2019-12-12,2019-12-13,2019-12-16
456,AIRR,0.0087,2019-09-24,2019-09-25,2019-09-26
457,AIRR,0.0474,2018-01-09,2018-12-18,2018-12-19
458,AIRTP,0.5,2019-11-05,2020-08-13,2020-08-14
459,AIRTP,0.5,2019-05-11,2020-05-13,2020-05-14
460,AIRTP,0.5,2019-11-05,2020-02-13,2020-02-14
461,AIT,0.32,2020-06-26,2020-08-13,2020-08-14
462,AIT,0.32,2020-04-30,2020-05-14,2020-05-15
463,AIT,0.32,2020-01-21,2020-02-13,2020-02-14
464,AIT,0.31,2019-10-30,2019-11-14,2019-11-15
465,AIT,0.31,2019-06-20,2019-08-14,2019-08-15
466,AIT,0.31,2019-04-26,2019-05-14,2019-05-15
467,AIT,0.31,2019-01-24,2019-02-14,2019-02-15
468,AIT,0.3,2018-10-31,2018-11-14,2018-11-15
469,AIZP,1.625,2020-07-09,2020-08-31,2020-09-01
470,AIZP,1.625,2020-05-07,2020-05-29,2020-06-01
471,AIZP,1.625,2020-01-14,2020-02-27,2020-03-01
472,AIZP,1.625,2019-11-08,2019-11-27,2019-12-01
473,AIZP,1.625,2019-05-08,2019-05-30,2019-06-01
474,AIZP,1.625,2019-01-18,2019-02-28,2019-03-01
475,AIZP,1.625,2018-11-09,2018-11-29,2018-12-01
476,AKO.B,0.22202,2020-08-12,2020-08-20,2020-08-21
477,AKO.B,0.221629,2020-05-12,2020-05-21,2020-05-22
478,AKO.B,0.190508,2019-10-03,2019-10-17,2019-10-18
479,AKO.B,0.199239,2019-08-09,2019-08-22,2019-08-23
480,AKO.B,0.204444,2019-04-19,2019-05-23,2019-05-24
481,AKO.B,0.202871,2018-10-09,2018-10-18,2018-10-19
482,ALCO,0.09,2020-09-11,2020-09-24,2020-09-25
483,ALCO,0.09,2020-06-11,2020-06-25,2020-06-26
484,ALCO,0.09,2020-03-13,2020-03-26,2020-03-27
485,ALCO,0.09,2019-12-05,2019-12-26,2019-12-27
486,ALCO,0.06,2019-09-13,2019-09-26,2019-09-27
487,ALCO,0.06,2019-06-14,2019-06-27,2019-06-28
488,ALCO,0.06,2019-03-15,2019-03-28,2019-03-29
489,ALCO,0.06,2018-12-14,2018-12-27,2018-12-28
490,ALE,0.6175,2020-07-30,2020-08-13,2020-08-14
491,ALE,0.6175,2020-04-30,2020-05-14,2020-05-15
492,ALE,0.6175,2020-01-31,2020-02-13,2020-02-14
493,ALE,0.5875,2019-10-24,2019-11-14,2019-11-15
494,ALE,0.5875,2019-07-25,2019-08-14,2019-08-15
495,ALE,0.5875,2019-04-24,2019-05-14,2019-05-15
