,Symbol,AD,ED,RD
6935,FLDR,2020-01-28,2020-01-29,2020-01-30
6936,FLDR,2019-01-16,2019-12-27,2019-12-30
6937,FLDR,2019-01-16,2019-11-26,2019-11-27
6938,FLDR,2019-01-16,2019-10-29,2019-10-30
6939,FLDR,2019-01-16,2019-09-26,2019-09-27
6940,FLDR,2019-08-27,2019-08-28,2019-08-29
6941,FLDR,2019-01-16,2019-08-19,2019-08-20
6942,FLDR,2019-01-16,2019-07-29,2019-07-30
6943,FLDR,2019-01-16,2019-06-26,2019-06-27
6944,FLDR,2019-01-16,2019-05-29,2019-05-30
6945,FLDR,2019-01-16,2019-04-26,2019-04-29
6946,FLDR,2019-01-16,2019-03-27,2019-03-28
6947,FLDR,2019-02-25,2019-02-26,2019-02-27
6948,FLDR,2019-01-16,2019-01-29,2019-01-30
6949,FLDR,2018-06-25,2018-12-27,2018-12-28
6950,FLDR,2018-06-25,2018-12-07,2018-12-10
6951,FLDR,2018-06-25,2018-11-28,2018-11-29
6952,FLDR,2018-10-26,2018-10-29,2018-10-30
6953,FLEH,2020-06-10,2020-06-11,2020-06-12
6954,FLEH,2019-01-03,2019-12-30,2019-12-31
6955,FLEH,2019-01-03,2019-12-19,2019-12-20
6956,FLEH,2019-12-10,2019-12-11,2019-12-12
6957,FLEH,2019-01-03,2019-06-20,2019-06-21
6958,FLEH,2019-06-10,2019-06-11,2019-06-12
6959,FLEH,2018-01-24,2018-12-28,2018-12-31
6960,FLEH,2018-12-20,2018-12-20,2018-12-21
6961,FLGB,2020-06-10,2020-06-11,2020-06-12
6962,FLGB,2019-01-03,2019-12-30,2019-12-31
6963,FLGB,2019-01-03,2019-12-19,2019-12-20
6964,FLGB,2019-12-10,2019-12-11,2019-12-12
6965,FLGB,2019-01-03,2019-06-20,2019-06-21
6966,FLGB,2019-06-10,2019-06-11,2019-06-12
6967,FLGB,2018-01-24,2018-12-28,2018-12-31
6968,FLGB,2018-12-19,2018-12-20,2018-12-21
6969,FLGR,2020-06-10,2020-06-11,2020-06-12
6970,FLGR,2019-01-03,2019-12-30,2019-12-31
6971,FLGR,2019-01-03,2019-12-19,2019-12-20
6972,FLGR,2019-12-10,2019-12-11,2019-12-12
6973,FLGR,2019-01-03,2019-06-20,2019-06-21
6974,FLGR,2019-06-10,2019-06-11,2019-06-12
6975,FLGR,2018-01-24,2018-12-28,2018-12-31
6976,FLGV,2020-09-29,2020-09-30,2020-10-01
6977,FLGV,2020-08-28,2020-08-31,2020-09-01
6978,FLGV,2020-07-30,2020-07-31,2020-08-03
6979,FLGV,2020-06-29,2020-06-30,2020-07-01
6980,FLHY,2020-09-29,2020-09-30,2020-10-01
6981,FLHY,2020-08-28,2020-08-31,2020-09-01
6982,FLHY,2020-07-30,2020-07-31,2020-08-03
6983,FLHY,2020-06-29,2020-06-30,2020-07-01
6984,FLHY,2020-05-28,2020-05-29,2020-06-01
6985,FLHY,2020-04-29,2020-04-30,2020-05-01
6986,FLHY,2020-03-30,2020-03-31,2020-04-01
6987,FLHY,2020-02-27,2020-02-28,2020-03-02
6988,FLHY,2020-01-30,2020-01-31,2020-02-03
6989,FLHY,2019-12-27,2019-12-30,2019-12-31
6990,FLHY,2019-01-03,2019-11-29,2019-12-02
6991,FLHY,2019-01-03,2019-10-31,2019-11-01
6992,FLHY,2019-01-03,2019-09-30,2019-10-01
6993,FLHY,2019-01-03,2019-08-30,2019-09-03
6994,FLHY,2019-01-03,2019-07-31,2019-08-01
6995,FLHY,2019-01-03,2019-06-28,2019-07-01
6996,FLHY,2019-01-03,2019-05-31,2019-06-03
6997,FLHY,2019-01-03,2019-04-30,2019-05-01
6998,FLHY,2019-01-03,2019-03-29,2019-04-01
6999,FLHY,2019-01-03,2019-02-28,2019-03-01
7000,FLHY,2019-01-03,2019-01-31,2019-02-01
7001,FLHY,2018-12-27,2018-12-28,2018-12-31
7002,FLHY,2018-11-29,2018-11-30,2018-12-03
7003,FLHY,2018-10-30,2018-10-31,2018-11-01
7004,FLIC,2020-09-24,2020-10-09,2020-10-13
7005,FLIC,2020-06-25,2020-07-08,2020-07-09
7006,FLIC,2020-03-06,2020-03-16,2020-03-17
7007,FLIC,2019-12-20,2020-01-07,2020-01-08
7008,FLIC,2019-09-26,2019-10-08,2019-10-09
7009,FLIC,2019-06-27,2019-07-11,2019-07-12
7010,FLIC,2019-02-28,2019-03-11,2019-03-12
7011,FLIC,2018-12-20,2019-01-02,2019-01-03
7012,FLIR,2020-08-04,2020-08-20,2020-08-21
7013,FLIR,2020-04-30,2020-05-21,2020-05-22
7014,FLIR,2020-02-20,2020-03-05,2020-03-06
7015,FLIR,2019-10-17,2019-11-25,2019-11-26
7016,FLIR,2019-07-18,2019-08-22,2019-08-23
7017,FLIR,2019-04-18,2019-05-23,2019-05-24
7018,FLIR,2019-02-07,2019-02-21,2019-02-22
7019,FLIR,2018-10-17,2018-11-21,2018-11-23
7020,FLJH,2019-01-03,2019-12-30,2019-12-31
7021,FLJH,2019-01-03,2019-12-19,2019-12-20
7022,FLJH,2019-01-03,2019-06-20,2019-06-21
7023,FLJH,2018-01-24,2018-12-28,2018-12-31
7024,FLJH,2018-01-24,2018-12-20,2018-12-21
7025,FLKR,2019-01-03,2019-12-30,2019-12-31
7026,FLKR,2019-01-03,2019-12-19,2019-12-20
7027,FLKR,2019-12-10,2019-12-11,2019-12-12
7028,FLKR,2019-01-03,2019-06-20,2019-06-21
7029,FLKR,2019-06-10,2019-06-11,2019-06-12
7030,FLKR,2018-01-24,2018-12-28,2018-12-31
7031,FLKR,2018-12-19,2018-12-20,2018-12-21
7032,FLLA,2020-06-10,2020-06-11,2020-06-12
7033,FLLA,2019-01-03,2019-12-30,2019-12-31
7034,FLLA,2019-01-03,2019-12-19,2019-12-20
7035,FLLA,2019-12-10,2019-12-11,2019-12-12
7036,FLLA,2019-01-03,2019-06-20,2019-06-21
7037,FLLA,2019-06-10,2019-06-11,2019-06-12
7038,FLLA,2018-12-19,2018-12-20,2018-12-21
7039,FLM,2020-01-22,2020-09-24,2020-09-25
7040,FLM,2020-01-22,2020-06-25,2020-06-26
7041,FLM,2020-01-22,2020-03-26,2020-03-27
7042,FLM,2019-01-21,2019-12-13,2019-12-16
7043,FLM,2019-01-21,2019-09-25,2019-09-26
7044,FLM,2019-01-21,2019-06-14,2019-06-17
7045,FLM,2019-01-21,2019-03-21,2019-03-22
7046,FLM,2018-01-11,2018-12-18,2018-12-19
7047,FLMI,2020-09-29,2020-09-30,2020-10-01
7048,FLMI,2020-08-28,2020-08-31,2020-09-01
7049,FLMI,2020-07-30,2020-07-31,2020-08-03
7050,FLMI,2020-06-29,2020-06-30,2020-07-01
7051,FLMI,2020-05-28,2020-05-29,2020-06-01
7052,FLMI,2020-04-29,2020-04-30,2020-05-01
7053,FLMI,2020-03-30,2020-03-31,2020-04-01
7054,FLMI,2020-02-27,2020-02-28,2020-03-02
7055,FLMI,2020-01-30,2020-01-31,2020-02-03
7056,FLMI,2019-01-03,2019-12-30,2019-12-31
7057,FLMI,2019-01-03,2019-11-29,2019-12-02
7058,FLMI,2019-01-03,2019-10-31,2019-11-01
7059,FLMI,2019-01-03,2019-09-30,2019-10-01
7060,FLMI,2019-01-03,2019-08-30,2019-09-03
7061,FLMI,2019-01-03,2019-07-31,2019-08-01
7062,FLMI,2019-01-03,2019-06-28,2019-07-01
7063,FLMI,2019-01-03,2019-05-31,2019-06-03
7064,FLMI,2019-01-03,2019-04-30,2019-05-01
7065,FLMI,2019-01-03,2019-03-29,2019-04-01
7066,FLMI,2019-02-27,2019-02-28,2019-03-01
7067,FLMI,2019-01-03,2019-01-31,2019-02-01
7068,FLMI,2018-12-27,2018-12-28,2018-12-31
7069,FLMI,2018-11-29,2018-11-30,2018-12-03
7070,FLMI,2018-01-24,2018-10-31,2018-11-01
7071,FLN,2020-09-23,2020-09-24,2020-09-25
7072,FLN,2020-06-24,2020-06-25,2020-06-26
7073,FLN,2020-03-25,2020-03-26,2020-03-27
7074,FLN,2019-12-12,2019-12-13,2019-12-16
7075,FLN,2019-09-24,2019-09-25,2019-09-26
7076,FLN,2019-06-13,2019-06-14,2019-06-17
7077,FLN,2019-03-20,2019-03-21,2019-03-22
7078,FLN,2018-01-09,2018-12-18,2018-12-19
7079,FLOT,2019-12-11,2020-10-01,2020-10-02
7080,FLOT,2019-12-11,2020-09-01,2020-09-02
7081,FLOT,2019-12-11,2020-08-03,2020-08-04
7082,FLOT,2019-12-11,2020-07-01,2020-07-02
7083,FLOT,2019-12-11,2020-06-01,2020-06-02
7084,FLOT,2019-12-11,2020-05-01,2020-05-04
7085,FLOT,2019-12-11,2020-04-01,2020-04-02
7086,FLOT,2019-12-11,2020-03-02,2020-03-03
7087,FLOT,2019-12-11,2020-02-03,2020-02-04
7088,FLOT,2018-12-18,2019-12-30,2019-12-31
7089,FLOT,2018-12-18,2019-12-19,2019-12-20
7090,FLOT,2018-12-18,2019-12-02,2019-12-03
7091,FLOT,2018-12-18,2019-11-01,2019-11-04
7092,FLOT,2018-12-18,2019-10-01,2019-10-02
7093,FLOT,2018-12-18,2019-09-03,2019-09-04
7094,FLOT,2018-12-18,2019-08-01,2019-08-02
7095,FLOT,2018-12-18,2019-07-01,2019-07-02
7096,FLOT,2018-12-18,2019-06-03,2019-06-04
7097,FLOT,2018-12-18,2019-05-01,2019-05-02
7098,FLOT,2018-12-18,2019-04-01,2019-04-02
7099,FLOT,2018-12-18,2019-03-01,2019-03-04
7100,FLOT,2018-12-18,2019-02-01,2019-02-04
7101,FLOT,2018-01-02,2018-12-18,2018-12-19
7102,FLOT,2018-01-02,2018-12-03,2018-12-04
7103,FLOT,2018-01-02,2018-11-01,2018-11-02
7104,FLQD,2020-09-11,2020-09-14,2020-09-15
7105,FLQD,2020-06-10,2020-06-11,2020-06-12
7106,FLQD,2020-03-10,2020-03-11,2020-03-12
7107,FLQD,2019-01-03,2019-12-30,2019-12-31
7108,FLQD,2019-01-03,2019-12-19,2019-12-20
7109,FLQD,2019-12-10,2019-12-11,2019-12-12
7110,FLQD,2019-01-03,2019-09-19,2019-09-20
7111,FLQD,2019-09-10,2019-09-11,2019-09-12
7112,FLQD,2019-01-03,2019-06-20,2019-06-21
7113,FLQD,2019-06-10,2019-06-11,2019-06-12
7114,FLQD,2019-01-03,2019-03-20,2019-03-21
7115,FLQD,2018-01-24,2018-12-28,2018-12-31
7116,FLQD,2018-12-19,2018-12-20,2018-12-21
7117,FLQG,2020-06-10,2020-06-11,2020-06-12
7118,FLQG,2019-01-03,2019-12-30,2019-12-31
7119,FLQG,2019-01-03,2019-12-19,2019-12-20
7120,FLQG,2019-12-10,2019-12-11,2019-12-12
7121,FLQG,2019-01-03,2019-06-20,2019-06-21
7122,FLQG,2019-06-10,2019-06-11,2019-06-12
7123,FLQG,2018-01-24,2018-12-28,2018-12-31
7124,FLQL,2020-09-11,2020-09-14,2020-09-15
7125,FLQL,2020-06-10,2020-06-11,2020-06-12
7126,FLQL,2020-03-10,2020-03-11,2020-03-12
7127,FLQL,2019-12-27,2019-12-30,2019-12-31
7128,FLQL,2019-01-03,2019-12-19,2019-12-20
7129,FLQL,2019-12-10,2019-12-11,2019-12-12
7130,FLQL,2019-01-03,2019-09-19,2019-09-20
7131,FLQL,2019-09-10,2019-09-11,2019-09-12
7132,FLQL,2019-01-03,2019-06-20,2019-06-21
7133,FLQL,2019-06-10,2019-06-11,2019-06-12
7134,FLQL,2019-01-03,2019-03-20,2019-03-21
7135,FLQL,2018-01-24,2018-12-28,2018-12-31
7136,FLQL,2018-01-24,2018-12-20,2018-12-21
7137,FLQS,2020-09-11,2020-09-14,2020-09-15
7138,FLQS,2020-06-10,2020-06-11,2020-06-12
7139,FLQS,2020-03-10,2020-03-11,2020-03-12
7140,FLQS,2019-01-03,2019-12-30,2019-12-31
7141,FLQS,2019-01-03,2019-12-19,2019-12-20
7142,FLQS,2019-12-10,2019-12-11,2019-12-12
7143,FLQS,2019-01-03,2019-09-19,2019-09-20
7144,FLQS,2019-09-10,2019-09-11,2019-09-12
7145,FLQS,2019-01-03,2019-06-20,2019-06-21
7146,FLQS,2019-06-10,2019-06-11,2019-06-12
7147,FLQS,2019-01-03,2019-03-20,2019-03-21
7148,FLQS,2018-01-24,2018-12-28,2018-12-31
7149,FLQS,2018-01-24,2018-12-20,2018-12-21
7150,FLRT,2020-09-25,2020-09-28,2020-09-29
7151,FLRT,2020-08-26,2020-08-27,2020-08-28
7152,FLRT,2020-07-28,2020-07-29,2020-07-30
7153,FLRT,2020-06-25,2020-06-26,2020-06-29
7154,FLRT,2020-05-26,2020-05-27,2020-05-28
7155,FLRT,2020-04-27,2020-04-28,2020-04-29
7156,FLRT,2020-03-26,2020-03-27,2020-03-30
7157,FLRT,2020-02-25,2020-02-26,2020-02-27
7158,FLRT,2020-01-28,2020-01-29,2020-01-30
7159,FLS,2020-08-14,2020-09-17,2020-09-18
7160,FLS,2020-05-20,2020-06-18,2020-06-19
7161,FLS,2020-02-24,2020-03-26,2020-03-27
7162,FLS,2019-12-13,2019-12-26,2019-12-27
7163,FLS,2019-08-21,2019-09-19,2019-09-20
7164,FLS,2019-05-23,2019-06-20,2019-06-21
7165,FLS,2019-03-07,2019-03-28,2019-03-29
7166,FLS,2018-12-20,2019-01-03,2019-01-04
7167,FLSP,2020-06-10,2020-06-11,2020-06-12
7168,FLSP,2019-12-30,2019-12-31,2020-01-04
7169,FLTR,2020-01-14,2020-10-01,2020-10-02
7170,FLTR,2020-01-14,2020-09-01,2020-09-02
7171,FLTR,2020-01-14,2020-08-03,2020-08-04
7172,FLTR,2020-01-14,2020-07-01,2020-07-02
7173,FLTR,2020-01-14,2020-06-01,2020-06-02
7174,FLTR,2020-01-14,2020-05-01,2020-05-04
7175,FLTR,2020-01-14,2020-04-01,2020-04-02
7176,FLTR,2020-01-14,2020-03-02,2020-03-03
7177,FLTR,2020-01-14,2020-02-03,2020-02-04
7178,FLTR,2019-01-16,2019-12-30,2019-12-31
7179,FLTR,2019-01-16,2019-12-02,2019-12-03
7180,FLTR,2019-01-16,2019-11-01,2019-11-04
7181,FLTR,2019-01-16,2019-10-01,2019-10-02
7182,FLTR,2019-01-16,2019-09-03,2019-09-04
7183,FLTR,2019-01-16,2019-08-01,2019-08-02
7184,FLTR,2019-01-16,2019-07-01,2019-07-02
7185,FLTR,2019-01-16,2019-06-03,2019-06-04
7186,FLTR,2019-01-16,2019-05-01,2019-05-02
7187,FLTR,2019-01-16,2019-04-01,2019-04-02
7188,FLTR,2019-01-16,2019-03-01,2019-03-04
7189,FLTR,2019-01-16,2019-02-01,2019-02-04
7190,FLTR,2018-01-30,2018-12-27,2018-12-28
7191,FLTR,2018-01-30,2018-12-27,2018-12-28
7192,FLTR,2018-01-30,2018-12-03,2018-12-04
7193,FLTR,2018-01-30,2018-11-01,2018-11-02
7194,FLUD,2020-09-29,2020-09-30,2020-10-01
7195,FLUD,2020-08-28,2020-08-31,2020-09-01
7196,FLUD,2020-07-30,2020-07-31,2020-08-03
7197,FLV,2020-09-21,2020-09-22,2020-09-23
7198,FLV,2020-06-22,2020-06-23,2020-06-24
7199,FLZA,2020-06-10,2020-06-11,2020-06-12
7200,FLZA,2019-01-03,2019-12-30,2019-12-31
7201,FLZA,2019-01-03,2019-12-19,2019-12-20
7202,FLZA,2019-12-10,2019-12-11,2019-12-12
7203,FLZA,2019-01-03,2019-06-20,2019-06-21
7204,FLZA,2019-06-10,2019-06-11,2019-06-12
7205,FLZA,2018-12-19,2018-12-20,2018-12-21
7206,FMAO,2020-09-18,2020-09-28,2020-09-29
7207,FMAO,2020-03-20,2020-03-30,2020-03-31
7208,FMAO,2019-12-20,2019-12-30,2019-12-31
7209,FMAO,2019-09-20,2019-09-30,2019-10-01
7210,FMAO,2019-06-05,2019-06-14,2019-06-17
7211,FMAO,2019-03-15,2019-03-25,2019-03-26
7212,FMAO,2018-12-21,2018-12-28,2018-12-31
7213,FMBH,2020-05-19,2020-05-29,2020-06-01
7214,FMBH,2019-10-22,2019-11-27,2019-11-29
7215,FMBH,2019-04-24,2019-05-31,2019-06-03
7216,FMBH,2018-10-23,2018-11-06,2018-11-07
7217,FMBIO,2020-07-27,2020-08-04,2020-08-05
7218,FMC,2020-07-17,2020-09-29,2020-09-30
7219,FMC,2020-04-28,2020-06-29,2020-06-30
7220,FMC,2020-02-28,2020-03-30,2020-03-31
7221,FMC,2019-07-19,2019-09-27,2019-09-30
7222,FMC,2019-04-30,2019-06-27,2019-06-28
7223,FMC,2019-02-27,2019-03-28,2019-03-29
7224,FMC,2018-12-03,2018-12-27,2018-12-28
7225,FMF,2020-01-22,2020-09-24,2020-09-25
7226,FMF,2020-01-22,2020-06-25,2020-06-26
7227,FMF,2020-01-22,2020-03-26,2020-03-27
7228,FMF,2019-01-21,2019-12-13,2019-12-16
7229,FMF,2019-01-21,2019-09-25,2019-09-26
7230,FMF,2019-01-21,2019-06-14,2019-06-17
7231,FMF,2019-01-21,2019-03-21,2019-03-22
7232,FMF,2018-01-11,2018-12-18,2018-12-19
7233,FMIL,2020-09-17,2020-09-18,2020-09-21
7234,FMN,2020-09-10,2020-09-22,2020-09-23
7235,FMN,2020-08-10,2020-08-20,2020-08-21
7236,FMN,2020-07-10,2020-07-22,2020-07-23
7237,FMN,2020-06-10,2020-06-22,2020-06-23
7238,FMN,2020-05-11,2020-05-21,2020-05-22
7239,FMN,2020-04-13,2020-04-22,2020-04-23
7240,FMN,2020-03-10,2020-03-20,2020-03-23
7241,FMN,2020-02-10,2020-02-20,2020-02-21
7242,FMN,2020-01-10,2020-01-22,2020-01-23
7243,FMN,2019-11-11,2019-11-21,2019-11-22
7244,FMN,2019-10-10,2019-10-22,2019-10-23
7245,FMN,2019-09-10,2019-09-20,2019-09-23
7246,FMN,2019-08-12,2019-08-22,2019-08-23
7247,FMN,2019-07-10,2019-07-22,2019-07-23
7248,FMN,2019-06-10,2019-06-20,2019-06-21
7249,FMN,2019-05-10,2019-05-22,2019-05-23
7250,FMN,2019-04-10,2019-04-22,2019-04-23
7251,FMN,2019-03-11,2019-03-21,2019-03-22
7252,FMN,2019-02-11,2019-02-21,2019-02-22
7253,FMN,2019-01-10,2019-01-22,2019-01-23
7254,FMN,2018-12-10,2018-12-20,2018-12-21
7255,FMN,2018-11-12,2018-11-21,2018-11-23
7256,FMN,2018-10-10,2018-10-22,2018-10-23
7257,FMO,2020-08-03,2020-08-13,2020-08-14
7258,FMY,2020-09-21,2020-10-01,2020-10-02
7259,FMY,2020-08-20,2020-09-01,2020-09-02
7260,FMY,2020-07-20,2020-08-03,2020-08-04
7261,FMY,2020-06-22,2020-07-01,2020-07-02
7262,FMY,2020-05-20,2020-06-01,2020-06-02
7263,FMY,2020-04-20,2020-05-01,2020-05-04
7264,FMY,2020-03-19,2020-04-01,2020-04-02
7265,FMY,2020-02-20,2020-03-02,2020-03-03
7266,FMY,2020-01-21,2020-02-03,2020-02-04
7267,FMY,2019-12-19,2020-01-02,2020-01-03
7268,FMY,2019-11-20,2019-12-02,2019-12-03
7269,FMY,2019-10-21,2019-11-01,2019-11-04
7270,FMY,2019-09-19,2019-10-01,2019-10-02
7271,FMY,2019-08-20,2019-09-03,2019-09-04
7272,FMY,2019-07-22,2019-08-01,2019-08-02
7273,FMY,2019-06-20,2019-07-01,2019-07-02
7274,FMY,2019-05-20,2019-06-03,2019-06-04
7275,FMY,2019-04-22,2019-05-01,2019-05-02
7276,FMY,2019-03-20,2019-04-01,2019-04-02
7277,FMY,2019-02-20,2019-03-01,2019-03-04
7278,FMY,2019-01-22,2019-02-01,2019-02-04
7279,FMY,2018-12-20,2019-01-02,2019-01-03
7280,FMY,2018-11-20,2018-12-03,2018-12-04
7281,FMY,2018-10-22,2018-11-01,2018-11-02
7282,FNB,2020-07-13,2020-09-03,2020-09-04
7283,FNB,2020-04-22,2020-05-29,2020-06-01
7284,FNB,2020-02-21,2020-03-04,2020-03-05
7285,FNB,2019-10-16,2019-12-02,2019-12-03
7286,FNB,2019-08-21,2019-09-03,2019-09-04
7287,FNB,2019-05-15,2019-05-30,2019-05-31
7288,FNB,2019-02-20,2019-03-04,2019-03-05
7289,FNB,2018-10-17,2018-11-30,2018-12-03
7290,FNCB,2020-07-31,2020-08-31,2020-09-01
7291,FNCB,2020-04-29,2020-05-29,2020-06-01
7292,FNCB,2020-01-22,2020-02-28,2020-03-02
7293,FNCB,2019-10-30,2019-11-29,2019-12-02
7294,FNCB,2019-07-25,2019-08-30,2019-09-03
7295,FNCB,2019-04-24,2019-05-31,2019-06-03
7296,FNCB,2019-01-30,2019-02-28,2019-03-01
7297,FNCB,2018-10-31,2018-11-30,2018-12-03
7298,FNDB,2020-01-23,2020-09-23,2020-09-24
7299,FNDB,2020-01-23,2020-06-24,2020-06-25
7300,FNDB,2020-01-23,2020-03-25,2020-03-26
7301,FNDB,2019-01-28,2019-12-12,2019-12-13
7302,FNDB,2019-01-28,2019-09-25,2019-09-26
7303,FNDB,2019-01-28,2019-06-26,2019-06-27
7304,FNDB,2019-01-28,2019-03-20,2019-03-21
7305,FNDB,2018-12-11,2018-12-12,2018-12-13
7306,FNDE,2020-01-23,2020-06-24,2020-06-25
7307,FNDE,2019-01-25,2019-12-12,2019-12-13
7308,FNDE,2018-12-27,2018-12-28,2018-12-31
7309,FNDE,2018-12-11,2018-12-12,2018-12-13
7310,FNDX,2020-01-23,2020-09-23,2020-09-24
7311,FNDX,2020-01-23,2020-06-24,2020-06-25
7312,FNDX,2020-01-23,2020-03-25,2020-03-26
7313,FNDX,2019-01-28,2019-12-12,2019-12-13
7314,FNDX,2019-01-28,2019-09-25,2019-09-26
7315,FNDX,2019-01-28,2019-06-26,2019-06-27
7316,FNDX,2019-01-28,2019-03-20,2019-03-21
7317,FNDX,2018-12-11,2018-12-12,2018-12-13
7318,FNI,2020-01-22,2020-09-24,2020-09-25
7319,FNI,2020-01-22,2020-06-25,2020-06-26
7320,FNI,2020-01-22,2020-03-26,2020-03-27
7321,FNI,2019-01-21,2019-12-13,2019-12-16
7322,FNI,2019-01-21,2019-09-25,2019-09-26
7323,FNI,2019-01-21,2019-06-14,2019-06-17
7324,FNI,2019-01-21,2019-03-21,2019-03-22
7325,FNI,2018-01-11,2018-12-18,2018-12-19
7326,FNWB,2020-07-30,2020-08-13,2020-08-14
7327,FNWB,2020-04-28,2020-05-14,2020-05-15
7328,FNWB,2020-02-04,2020-02-20,2020-02-21
7329,FNWB,2019-10-22,2019-11-21,2019-11-22
7330,FNWB,2019-07-23,2019-08-22,2019-08-23
7331,FNWB,2019-04-23,2019-06-06,2019-06-07
7332,FNWB,2019-01-22,2019-03-07,2019-03-08
7333,FNWB,2018-10-24,2018-11-29,2018-11-30
7334,FNY,2020-09-23,2020-09-24,2020-09-25
7335,FNY,2020-03-25,2020-03-26,2020-03-27
7336,FNY,2019-12-12,2019-12-13,2019-12-16
7337,FNY,2019-09-24,2019-09-25,2019-09-26
7338,FNY,2018-01-09,2018-12-18,2018-12-19
7339,FORR,2018-10-23,2018-12-11,2018-12-12
7340,FOVL,2019-12-12,2020-09-23,2020-09-24
7341,FOVL,2019-12-12,2020-06-15,2020-06-16
7342,FOVL,2019-12-12,2020-03-25,2020-03-26
7343,FOVL,2019-03-28,2019-12-16,2019-12-17
7344,FOVL,2019-03-28,2019-09-24,2019-09-25
7345,FOVL,2019-03-28,2019-06-17,2019-06-18
7346,FOXA,2020-08-04,2020-09-01,2020-09-02
7347,FOXA,2020-02-03,2020-03-03,2020-03-04
7348,FOXA,2019-08-06,2019-09-03,2019-09-04
7349,FOXA,2019-05-09,2019-05-17,2019-05-20
7350,FPA,2020-09-23,2020-09-24,2020-09-25
7351,FPA,2020-06-24,2020-06-25,2020-06-26
7352,FPA,2019-12-12,2019-12-13,2019-12-16
7353,FPA,2019-09-24,2019-09-25,2019-09-26
7354,FPA,2019-06-13,2019-06-14,2019-06-17
7355,FPA,2019-03-20,2019-03-21,2019-03-22
7356,FPA,2018-01-09,2018-12-18,2018-12-19
7357,FPE,2020-01-20,2020-09-24,2020-09-25
7358,FPE,2020-01-20,2020-08-21,2020-08-24
7359,FPE,2020-01-20,2020-07-21,2020-07-22
7360,FPE,2020-01-20,2020-06-25,2020-06-26
7361,FPE,2020-01-20,2020-05-21,2020-05-22
7362,FPE,2020-01-20,2020-04-21,2020-04-22
7363,FPE,2020-01-20,2020-03-26,2020-03-27
7364,FPE,2020-01-20,2020-02-21,2020-02-24
7365,FPE,2020-01-20,2020-01-22,2020-01-23
7366,FPE,2019-01-18,2019-12-13,2019-12-16
7367,FPE,2019-01-18,2019-11-21,2019-11-22
7368,FPE,2019-01-18,2019-10-22,2019-10-23
7369,FPE,2019-01-18,2019-09-25,2019-09-26
7370,FPE,2019-01-18,2019-08-21,2019-08-22
7371,FPE,2019-01-18,2019-07-23,2019-07-24
7372,FPE,2019-01-18,2019-06-14,2019-06-17
7373,FPE,2019-01-18,2019-05-21,2019-05-22
7374,FPE,2019-01-18,2019-04-23,2019-04-24
7375,FPE,2019-01-18,2019-03-21,2019-03-22
7376,FPE,2019-01-18,2019-02-21,2019-02-22
7377,FPE,2019-01-18,2019-01-23,2019-01-24
7378,FPE,2018-01-06,2018-12-18,2018-12-19
7379,FPE,2018-01-06,2018-11-21,2018-11-23
7380,FPE,2018-01-06,2018-10-23,2018-10-24
7381,FPF,2020-09-21,2020-10-01,2020-10-02
7382,FPF,2020-08-20,2020-09-01,2020-09-02
7383,FPF,2020-07-20,2020-08-03,2020-08-04
7384,FPF,2020-06-22,2020-07-01,2020-07-02
7385,FPF,2020-05-20,2020-06-01,2020-06-02
7386,FPF,2020-04-20,2020-05-01,2020-05-04
7387,FPF,2020-03-19,2020-04-01,2020-04-02
7388,FPF,2020-02-20,2020-03-02,2020-03-03
7389,FPF,2020-01-21,2020-02-03,2020-02-04
7390,FPF,2019-12-19,2020-01-02,2020-01-03
7391,FPF,2019-12-19,2019-12-30,2019-12-31
7392,FPF,2019-11-20,2019-12-02,2019-12-03
7393,FPF,2019-10-21,2019-11-01,2019-11-04
7394,FPF,2019-09-19,2019-10-01,2019-10-02
7395,FPF,2019-08-20,2019-09-03,2019-09-04
7396,FPF,2019-07-22,2019-08-01,2019-08-02
7397,FPF,2019-06-20,2019-07-01,2019-07-02
7398,FPF,2019-05-20,2019-06-03,2019-06-04
7399,FPF,2019-04-22,2019-05-01,2019-05-02
7400,FPF,2019-03-20,2019-04-01,2019-04-02
7401,FPF,2019-02-20,2019-03-01,2019-03-04
7402,FPF,2019-01-22,2019-02-01,2019-02-04
7403,FPF,2018-12-20,2018-12-28,2018-12-31
7404,FPF,2018-11-20,2018-12-03,2018-12-04
7405,FPF,2018-10-22,2018-11-01,2018-11-02
7406,FPI,2020-08-10,2020-09-30,2020-10-01
7407,FPI,2020-05-07,2020-06-30,2020-07-01
7408,FPI,2020-03-11,2020-03-31,2020-04-01
7409,FPI,2019-11-11,2019-12-30,2020-01-01
7410,FPI,2019-08-06,2019-09-30,2019-10-01
7411,FPI,2019-05-08,2019-06-28,2019-07-01
7412,FPI,2019-03-05,2019-03-29,2019-04-01
7413,FPI,2018-11-05,2018-12-28,2019-01-01
7414,FPL,2020-07-20,2020-10-01,2020-10-02
7415,FPL,2020-07-20,2020-09-01,2020-09-02
7416,FPL,2020-07-20,2020-08-03,2020-08-04
7417,FPL,2020-04-20,2020-07-01,2020-07-02
7418,FPL,2020-04-20,2020-06-01,2020-06-02
7419,FPL,2020-04-20,2020-05-01,2020-05-04
7420,FPL,2020-01-21,2020-04-01,2020-04-02
7421,FPL,2020-01-21,2020-03-02,2020-03-03
7422,FPL,2020-01-21,2020-02-03,2020-02-04
